Upper Cook Inlet commercial harvest by day by species 1985 to 2014,,,,,,,,
,,,,,,,,
,,,,Number Of Fish (sum),Number Of Fish (sum),Number Of Fish (sum),Number Of Fish (sum),Number Of Fish (sum)
Batch Year,Date Fishing Began (MM/DD),Stat Area Name,Stat Area,"salmon, chinook","salmon, chum","salmon, coho","salmon, pink","salmon, sockeye"
2000,06/29,Tyonek,24720,20,8,27,,315
2000,06/29,West Foreland,24560,1,,,,28
2000,06/29,West Side,24610,9,,34,2,"1,652"
2000,06/29,,24450,1,24,25,,894
2000,06/29,,24460,16,434,193,5,"9,769"
2000,06/29,,24470,5,153,111,2,"4,546"
2000,06/29,,24580,,57,35,14,"1,729"
2000,06/29,,24590,9,231,167,3,"7,313"
2000,07/03,#3 Bay,24790,,,,,265
2000,07/03,Birch Hill,24780,,,,,13
2000,07/03,Cohn,24422,63,,2,4,"7,363"
2000,07/03,East Side,24620,,,1,1,240
2000,07/03,Fire Island,24743,1,2,7,,95
2000,07/03,Ninilchik,24421,125,,5,10,"10,294"
2000,07/03,Pt. Mackenzie,24742,,,,,8
2000,07/03,Pt. Possession,24770,2,,2,,198
2000,07/03,South Blanchard,24431,98,,8,6,"9,475"
2000,07/03,Susitna Flats,24741,1,,5,,55
2000,07/03,Tuxedni Bay,24530,25,3,3,,"1,337"
2000,07/03,Tyonek,24720,9,1,34,,95
2000,07/03,West Foreland,24560,1,,1,,26
2000,07/03,West Side,24610,1,1,1,2,386
2000,07/03,,24450,,3,3,,120
2000,07/03,,24460,17,748,336,26,"17,579"
2000,07/03,,24470,15,612,215,20,"9,744"
2000,07/03,,24570,1,11,6,,205
2000,07/03,,24580,6,122,55,5,"3,722"
2000,07/03,,24590,9,526,263,19,"10,008"
2000,07/05,Tuxedni Bay,24530,4,5,3,2,931
2000,07/06,#3 Bay,24790,3,,3,,237
2000,07/06,Beluga,24730,8,8,32,,199
2000,07/06,Birch Hill,24780,1,,1,,199
2000,07/06,Cohn,24422,45,1,3,4,"3,337"
2000,07/06,East Side,24620,,,1,1,380
2000,07/06,Ninilchik,24421,13,,45,1,"3,275"
2000,07/06,Pt. Mackenzie,24742,,7,22,,218
2000,07/06,Pt. Possession,24770,2,2,9,1,164
2000,07/06,South Blanchard,24431,50,,,4,"3,993"
2000,07/06,Susitna Flats,24741,,7,17,,66
2000,07/06,Tuxedni Bay,24530,11,3,3,4,909
2000,07/06,Tyonek,24720,15,2,45,1,439
2000,07/06,West Foreland,24560,1,,1,,52
2000,07/06,West Side,24610,3,1,16,2,634
2000,07/06,,24450,,16,4,,169
2000,07/06,,24460,14,"3,119",627,29,"22,553"
2000,07/06,,24470,9,"2,620",617,20,"17,944"
2000,07/06,,24580,3,653,149,9,"5,668"
2000,07/06,,24590,16,"2,611",690,40,"20,212"
2000,07/07,Tuxedni Bay,24530,10,25,15,11,"1,419"
2000,07/08,Tuxedni Bay,24530,1,15,12,4,598
2000,07/09,Tuxedni Bay,24530,26,47,52,12,"1,978"
2000,07/10,#3 Bay,24790,,,1,2,247
2000,07/10,Beluga,24730,14,264,"1,212",,"1,492"
2000,07/10,Birch Hill,24780,,,1,1,83
2000,07/10,Cohn,24422,87,2,9,10,"4,175"
2000,07/10,Corridor (combined 24451&24461),24455,22,276,98,61,"8,606"
2000,07/10,East Side,24620,,2,37,3,470
2000,07/10,Fire Island,24743,2,70,83,,420
2000,07/10,Little Jack Slough,24550,1,2,16,,677
2000,07/10,Ninilchik,24421,69,,10,13,"9,424"
2000,07/10,North Blanchard,24432,75,,41,2,"3,750"
2000,07/10,North Colliers,24442,6,2,28,10,"2,249"
2000,07/10,Pt. Mackenzie,24742,,5,,,38
2000,07/10,Pt. Possession,24770,3,47,23,11,643
2000,07/10,Salamantof,24441,141,1,33,12,"8,491"
2000,07/10,South Blanchard,24431,139,,13,1,"6,373"
2000,07/10,Susitna Flats,24741,3,9,44,,153
2000,07/10,Trading Bay,24710,3,,159,,175
2000,07/10,Tuxedni Bay,24530,2,17,26,2,935
2000,07/10,Tyonek,24720,,36,379,1,929
2000,07/10,West Foreland,24560,1,,43,,163
2000,07/10,West Side,24610,1,11,340,6,"1,510"
2000,07/11,Tuxedni Bay,24530,12,55,44,7,"1,432"
2000,07/12,Cohn,24422,105,1,6,36,"4,369"
2000,07/12,Ninilchik,24421,122,,10,45,"11,012"
2000,07/12,South Blanchard,24431,102,1,26,12,"5,924"
2000,07/12,Southern Corridor,24461,16,37,17,41,"3,835"
2000,07/12,Tuxedni Bay,24530,24,72,110,12,"3,237"
2000,07/13,#3 Bay,24790,,,118,4,937
2000,07/13,Beluga,24730,,336,"3,008",1,"9,401"
2000,07/13,Birch Hill,24780,,,3,,51
2000,07/13,Cohn,24422,90,25,207,55,"15,419"
2000,07/13,East Side,24620,,,29,,"1,724"
2000,07/13,Fire Island,24743,,35,103,,407
2000,07/13,Little Jack Slough,24550,,,81,,"1,437"
2000,07/13,Ninilchik,24421,96,18,117,56,"19,613"
2000,07/13,North Blanchard,24432,58,23,249,5,"49,335"
2000,07/13,North Colliers,24442,2,16,305,36,"28,085"
2000,07/13,Pt. Mackenzie,24742,,6,21,,111
2000,07/13,Pt. Possession,24770,1,102,112,,"1,339"
2000,07/13,Salamantof,24441,9,1,271,6,"91,822"
2000,07/13,South Blanchard,24431,100,2,175,13,"34,484"
2000,07/13,Susitna Flats,24741,,5,29,,90
2000,07/13,Trading Bay,24710,,,238,,453
2000,07/13,Tuxedni Bay,24530,9,50,95,10,"2,597"
2000,07/13,Tyonek,24720,1,10,847,,"3,403"
2000,07/13,West Side,24610,2,9,658,11,"5,742"
2000,07/13,,24450,1,54,87,9,"2,240"
2000,07/13,,24460,18,"17,783","22,049","1,730","168,345"
2000,07/13,,24470,5,"4,373","4,193",347,"26,566"
2000,07/13,,24570,,98,135,9,770
2000,07/13,,24580,1,"2,631","3,333",238,"15,865"
2000,07/13,,24590,3,"3,115","2,710",231,"15,246"
2000,07/14,Knik,24750,,,,,250
2000,07/14,Tuxedni Bay,24530,10,112,278,11,"2,863"
2000,07/15,Cohn,24422,93,,121,86,"10,061"
2000,07/15,Ninilchik,24421,37,,155,84,"9,235"
2000,07/15,Pt. Possession,24770,1,4,34,4,574
2000,07/15,South Blanchard,24431,102,1,74,21,"13,493"
2000,07/15,Southern Corridor,24461,10,175,392,104,"6,198"
2000,07/15,Tuxedni Bay,24530,7,115,355,15,"1,460"
2000,07/16,Cohn,24422,59,,107,101,"1,489"
2000,07/16,Ninilchik,24421,42,2,57,144,"4,225"
2000,07/16,South Blanchard,24431,51,1,148,26,"3,202"
2000,07/16,Southern Corridor,24461,2,"4,355","6,551","2,879","20,880"
2000,07/16,Tuxedni Bay,24530,1,7,78,1,211
2000,07/17,#3 Bay,24790,,,3,4,119
2000,07/17,Beluga,24730,2,262,"1,066",26,"1,037"
2000,07/17,Birch Hill,24780,,,8,7,62
2000,07/17,Cohn,24422,109,61,348,223,"8,826"
2000,07/17,East Side,24620,1,,258,2,"1,886"
2000,07/17,Fire Island,24743,,96,869,5,"2,050"
2000,07/17,Knik,24750,,,,,295
2000,07/17,Little Jack Slough,24550,,3,39,,"1,837"
2000,07/17,Ninilchik,24421,80,1,114,70,"6,391"
2000,07/17,North Blanchard,24432,28,11,276,39,"9,487"
2000,07/17,North Colliers,24442,7,5,294,115,"7,134"
2000,07/17,Polly Creek,24540,2,4,,,45
2000,07/17,Pt. Mackenzie,24742,,22,167,,348
2000,07/17,Pt. Possession,24770,1,27,457,68,"1,048"
2000,07/17,Salamantof,24441,61,14,394,58,"28,260"
2000,07/17,South Blanchard,24431,76,74,222,97,"12,231"
2000,07/17,Susitna Flats,24741,,10,48,,117
2000,07/17,Trading Bay,24710,,1,73,,8
2000,07/17,Tuxedni Bay,24530,3,56,248,11,939
2000,07/17,Tyonek,24720,1,11,382,4,295
2000,07/17,West Side,24610,4,9,799,92,"6,561"
2000,07/17,,24450,4,"9,509","10,306","2,763","49,028"
2000,07/17,,24460,21,"18,836","24,734","10,222","80,928"
2000,07/17,,24470,,633,857,292,"3,278"
2000,07/17,,24570,,391,290,98,"1,543"
2000,07/17,,24580,2,"1,513","2,576","1,416","7,525"
2000,07/17,,24590,,575,521,312,961
2000,07/18,Cohn,24422,128,2,175,198,"8,419"
2000,07/18,Corridor (combined 24451&24461),24455,3,"3,137","3,054","3,516","11,019"
2000,07/18,Ninilchik,24421,40,1,36,78,"4,851"
2000,07/18,North Blanchard,24432,51,1,237,81,"10,018"
2000,07/18,North Colliers,24442,3,,84,14,"2,210"
2000,07/18,Salamantof,24441,54,15,315,69,"15,055"
2000,07/18,South Blanchard,24431,47,4,157,74,"7,735"
2000,07/18,Tuxedni Bay,24530,5,106,799,7,947
2000,07/19,Knik,24750,,,,,450
2000,07/19,Tuxedni Bay,24530,,61,237,9,641
2000,07/20,#3 Bay,24790,1,,94,96,229
2000,07/20,Beluga,24730,,641,"5,911","1,242","1,746"
2000,07/20,Birch Hill,24780,,,22,43,132
2000,07/20,Cohn,24422,63,6,286,186,"2,261"
2000,07/20,East Side,24620,4,2,354,338,"2,394"
2000,07/20,Fire Island,24743,,219,"1,789",60,884
2000,07/20,Little Jack Slough,24550,,5,192,,553
2000,07/20,Ninilchik,24421,55,,166,118,"3,708"
2000,07/20,North Blanchard,24432,83,,188,46,"2,474"
2000,07/20,North Colliers,24442,8,1,346,505,"1,370"
2000,07/20,Pt. Mackenzie,24742,,79,"1,077",,466
2000,07/20,Pt. Possession,24770,1,30,394,232,243
2000,07/20,Salamantof,24441,102,9,318,168,"8,731"
2000,07/20,South Blanchard,24431,162,7,210,71,"4,689"
2000,07/20,Susitna Flats,24741,,65,663,11,355
2000,07/20,Trading Bay,24710,,,464,27,194
2000,07/20,Tuxedni Bay,24530,3,92,533,11,513
2000,07/20,Tyonek,24720,1,120,"3,485",440,809
2000,07/20,West Side,24610,1,11,"1,127",723,"4,870"
2000,07/20,,24450,1,"3,143","2,777","4,383","8,818"
2000,07/20,,24460,5,"29,371","27,420","39,292","72,315"
2000,07/20,,24470,2,"1,349","1,143","1,562","2,692"
2000,07/20,,24570,,79,81,201,385
2000,07/20,,24580,,662,600,"1,092","1,384"
2000,07/20,,24590,,402,336,612,757
2000,07/21,Knik,24750,,,,,350
2000,07/21,Tuxedni Bay,24530,1,211,"1,194",45,"1,310"
2000,07/22,Tuxedni Bay,24530,1,283,564,13,750
2000,07/23,Tuxedni Bay,24530,,262,542,21,460
2000,07/24,#3 Bay,24790,1,3,614,667,"1,132"
2000,07/24,Beluga,24730,1,222,"3,002",736,452
2000,07/24,Birch Hill,24780,,,135,214,191
2000,07/24,Cohn,24422,61,,254,139,"1,334"
2000,07/24,East Side,24620,1,1,651,217,"2,667"
2000,07/24,Fire Island,24743,1,110,"2,136",305,249
2000,07/24,Little Jack Slough,24550,1,4,146,1,360
2000,07/24,Ninilchik,24421,59,2,188,168,"2,032"
2000,07/24,Pt. Mackenzie,24742,1,129,"2,020",55,422
2000,07/24,Pt. Possession,24770,1,123,"1,723","2,389",599
2000,07/24,South Blanchard,24431,99,,105,25,"3,446"
2000,07/24,Susitna Flats,24741,,62,"1,763",81,226
2000,07/24,Trading Bay,24710,,3,"1,569",333,248
2000,07/24,Tuxedni Bay,24530,1,313,441,17,311
2000,07/24,Tyonek,24720,1,57,"2,604","1,262",721
2000,07/24,West Side,24610,2,32,556,"1,498","4,325"
2000,07/25,East Side,24620,,,,,110
2000,07/25,Tuxedni Bay,24530,1,440,928,63,460
2000,07/27,Beluga,24730,7,332,"2,553","2,555",558
2000,07/27,East Side,24620,,18,202,443,"2,028"
2000,07/27,Fire Island,24743,,121,"1,047",700,68
2000,07/27,Little Jack Slough,24550,,11,470,,386
2000,07/27,Pt. Mackenzie,24742,,58,"1,301",86,82
2000,07/27,Pt. Possession,24770,,21,149,269,48
2000,07/27,Susitna Flats,24741,,113,"1,011",326,132
2000,07/27,Trading Bay,24710,1,6,847,338,160
2000,07/27,Tuxedni Bay,24530,1,349,255,33,328
2000,07/27,Tyonek,24720,,45,"1,199","1,144",362
2000,07/27,West Side,24610,1,70,777,"1,701","2,291"
2000,07/31,#3 Bay,24790,1,1,283,218,248
2000,07/31,Beluga,24730,1,8,366,463,87
2000,07/31,Cohn,24422,72,1,638,"1,101","1,108"
2000,07/31,East Side,24620,,3,334,392,"1,073"
2000,07/31,Fire Island,24743,,1,69,,13
2000,07/31,Little Jack Slough,24550,,5,700,,282
2000,07/31,Ninilchik,24421,28,,483,839,528
2000,07/31,Pt. Mackenzie,24742,,39,848,72,40
2000,07/31,Pt. Possession,24770,2,11,563,496,197
2000,07/31,South Blanchard,24431,128,1,209,417,"1,028"
2000,07/31,Susitna Flats,24741,,11,45,88,1
2000,07/31,Trading Bay,24710,1,7,615,,21
2000,07/31,Tuxedni Bay,24530,2,349,837,67,384
2000,07/31,Tyonek,24720,,1,515,106,51
2000,07/31,West Side,24610,3,8,"1,263","1,717","2,274"
2000,07/31,,24450,,9,213,33,31
2000,07/31,,24460,2,248,278,756,656
2000,07/31,,24470,,16,12,116,255
2000,07/31,,24570,4,740,"5,389","3,569",677
2000,07/31,,24580,3,789,"1,548","4,147",713
2000,07/31,,24590,,271,309,963,221
2000,08/03,#3 Bay,24790,,1,326,286,220
2000,08/03,Birch Hill,24780,,,78,53,37
2000,08/03,East Side,24620,,,77,99,959
2000,08/03,Little Jack Slough,24550,,1,221,,166
2000,08/03,Polly Creek,24540,,4,17,,27
2000,08/03,Pt. Mackenzie,24742,1,7,194,81,18
2000,08/03,Pt. Possession,24770,,1,429,279,127
2000,08/03,Susitna Flats,24741,,,60,,
2000,08/03,Trading Bay,24710,,,158,,64
2000,08/03,Tuxedni Bay,24530,,95,302,9,35
2000,08/03,Tyonek,24720,,1,297,37,38
2000,08/03,West Side,24610,,17,470,405,"1,361"
2000,08/03,,24570,,107,"2,633",752,163
2000,08/03,,24580,,105,"1,155",587,121
2000,08/03,,24590,1,68,151,389,18
2000,08/04,East Side,24620,,,,,610
2000,08/05,East Side,24620,,,,,414
2000,08/06,East Side,24620,,,,,208
2000,08/07,#3 Bay,24790,,,391,207,78
2000,08/07,Big River,24555,,6,48,29,13
2000,08/07,Birch Hill,24780,,,564,8,31
2000,08/07,Cohn,24422,19,10,"1,242","8,884","1,426"
2000,08/07,East Side,24620,,3,84,185,"1,709"
2000,08/07,Fire Island,24743,,12,458,267,14
2000,08/07,Knik,24750,,,15,,15
2000,08/07,Little Jack Slough,24550,,9,224,,124
2000,08/07,Ninilchik,24421,15,1,923,"3,105",449
2000,08/07,Pt. Mackenzie,24742,,6,490,14,8
2000,08/07,Pt. Possession,24770,1,1,350,255,60
2000,08/07,South Blanchard,24431,67,1,645,"6,055",579
2000,08/07,Susitna Flats,24741,,30,398,75,117
2000,08/07,Trading Bay,24710,1,,439,,50
2000,08/07,Tuxedni Bay,24530,,458,644,202,94
2000,08/07,Tyonek,24720,1,49,979,586,183
2000,08/07,West Side,24610,,32,542,821,743
2000,08/07,,24460,,,58,7,2
2000,08/07,,24570,1,631,"1,394","5,462",258
2000,08/07,,24580,,126,128,"1,211",59
2000,08/07,,24590,,78,117,897,35
2000,08/08,East Side,24620,,,,,"1,248"
2000,08/09,East Side,24620,,,,,624
2000,08/10,#3 Bay,24790,,1,"2,536",481,132
2000,08/10,Big River,24555,,4,44,15,5
2000,08/10,Birch Hill,24780,,,185,41,5
2000,08/10,East Side,24620,,3,61,34,590
2000,08/10,Fire Island,24743,,11,572,153,18
2000,08/10,Pt. Mackenzie,24742,,5,470,7,12
2000,08/10,Pt. Possession,24770,,1,416,166,57
2000,08/10,Susitna Flats,24741,,21,377,30,15
2000,08/10,Trading Bay,24710,,,199,31,28
2000,08/10,Tuxedni Bay,24530,1,347,400,109,28
2000,08/10,Tyonek,24720,,29,295,111,49
2000,08/10,West Side,24610,,28,414,426,553
2000,08/11,East Side,24620,,,,,431
2000,08/12,East Side,24620,,,,,220
2000,08/14,#3 Bay,24790,,2,"1,844",590,63
2000,08/14,Birch Hill,24780,,,299,55,23
2000,08/14,East Side,24620,,,124,113,337
2000,08/14,Fire Island,24743,,4,218,22,18
2000,08/14,Polly Creek,24540,,,160,,
2000,08/14,Pt. Mackenzie,24742,,9,258,6,10
2000,08/14,Pt. Possession,24770,,1,411,197,68
2000,08/14,Susitna Flats,24741,,,156,,13
2000,08/14,Tuxedni Bay,24530,1,59,157,20,7
2000,08/14,Tyonek,24720,,36,414,4,29
2000,08/14,West Side,24610,,13,318,807,353
2000,08/16,East Side,24620,,,,,140
2000,08/17,#3 Bay,24790,,,"1,560",287,75
2000,08/17,Birch Hill,24780,,,225,60,9
2000,08/17,Little Jack Slough,24550,,3,90,,7
2000,08/17,Pt. Mackenzie,24742,,2,74,4,
2000,08/17,Pt. Possession,24770,,1,331,113,33
2000,08/17,Susitna Flats,24741,,6,49,,4
2000,08/17,Tuxedni Bay,24530,,20,26,14,
2000,08/17,West Side,24610,1,20,336,"1,154",216
2000,08/18,East Side,24620,,,,,150
2000,08/21,#3 Bay,24790,,1,"1,043",180,26
2000,08/21,Birch Hill,24780,,,194,49,1
2000,08/21,Pt. Mackenzie,24742,,,141,1,
2000,08/21,Pt. Possession,24770,,,399,84,24
2000,08/21,Susitna Flats,24741,,,24,,
2000,08/21,West Side,24610,1,,440,,28
2000,08/24,#3 Bay,24790,,,265,,9
2000,08/24,Birch Hill,24780,,,393,71,7
2000,08/24,Pt. Mackenzie,24742,,,48,,1
2000,08/24,Pt. Possession,24770,,3,314,104,37
2000,08/24,Susitna Flats,24741,,,36,,
2000,08/24,Tyonek,24720,,5,238,,12
2000,08/24,West Side,24610,,,256,,
2000,08/28,#3 Bay,24790,,,278,12,5
2000,08/28,Birch Hill,24780,,,100,,
2000,08/28,Pt. Mackenzie,24742,,,24,,2
2000,08/28,Pt. Possession,24770,,,82,1,3
2000,08/28,Susitna Flats,24741,,,13,,
2000,08/28,West Side,24610,,,267,,
2000,08/31,#3 Bay,24790,,,272,15,14
2000,08/31,Pt. Mackenzie,24742,,,13,,
2000,09/04,#3 Bay,24790,,,173,5,1
2000,09/04,Fire Island,24743,,,62,,
2000,09/04,Pt. Mackenzie,24742,,,15,,
2000,09/04,Pt. Possession,24770,1,,49,14,6
2000,09/04,West Side,24610,,,309,,
2000,09/07,#3 Bay,24790,,3,95,,5
2000,09/07,Fire Island,24743,,,33,,
2000,09/07,Pt. Mackenzie,24742,,,28,,
2000,09/07,Pt. Possession,24770,,,45,8,4
2000,09/07,West Side,24610,,,12,,
2000,09/11,Pt. Mackenzie,24742,,,12,,
2000,09/11,Pt. Possession,24770,,,6,,1
2001,06/01,Big River,24555,90,,,,"1,025"
2001,06/01,West Foreland,24560,39,,,,65
2001,06/04,#3 Bay,24790,15,,,,72
2001,06/04,Beluga,24730,80,,,,
2001,06/04,Big River,24555,142,,,,"1,274"
2001,06/04,Birch Hill,24780,,,,,7
2001,06/04,Fire Island,24743,15,,,,10
2001,06/04,Pt. Mackenzie,24742,42,,,,11
2001,06/04,Pt. Possession,24770,59,,,,56
2001,06/04,Susitna Flats,24741,30,,,,4
2001,06/04,Trading Bay,24710,173,,,,156
2001,06/04,Tyonek,24720,218,,,,4
2001,06/06,Big River,24555,104,,,,"1,166"
2001,06/08,Big River,24555,97,,,,"1,180"
2001,06/11,#3 Bay,24790,12,,,,289
2001,06/11,Big River,24555,68,,,,810
2001,06/11,Birch Hill,24780,,,,,12
2001,06/11,Fire Island,24743,21,,,,8
2001,06/11,Pt. Mackenzie,24742,119,,,,146
2001,06/11,Pt. Possession,24770,37,,,,38
2001,06/11,Susitna Flats,24741,22,,,,2
2001,06/11,Trading Bay,24710,300,,,,375
2001,06/11,Tyonek,24720,282,,,,54
2001,06/13,Big River,24555,4,,,,592
2001,06/15,Big River,24555,92,,,,702
2001,06/18,#3 Bay,24790,9,,,,28
2001,06/18,Fire Island,24743,23,,,,1
2001,06/18,Pt. Mackenzie,24742,28,,,,2
2001,06/18,Pt. Possession,24770,7,,,,92
2001,06/18,Susitna Flats,24741,6,,,,
2001,06/18,Trading Bay,24710,118,,,,89
2001,06/18,Tuxedni Bay,24530,14,,,19,44
2001,06/20,Big River,24555,15,,,,206
2001,06/21,Tuxedni Bay,24530,3,,,1,58
2001,06/25,#3 Bay,24790,36,,,1,391
2001,06/25,Birch Hill,24780,,,,,55
2001,06/25,Cohn,24422,64,,,17,"9,595"
2001,06/25,East Side,24620,1,,,,348
2001,06/25,Fire Island,24743,11,,,,14
2001,06/25,Ninilchik,24421,30,,,18,"14,365"
2001,06/25,Pt. Mackenzie,24742,3,,,,1
2001,06/25,Pt. Possession,24770,3,,,,54
2001,06/25,South Blanchard,24431,37,,,2,"14,531"
2001,06/25,Susitna Flats,24741,5,,,,
2001,06/25,Trading Bay,24710,1,,,,4
2001,06/25,Tuxedni Bay,24530,14,1,,14,463
2001,06/25,West Side,24610,9,,,2,634
2001,06/25,,24450,1,,,,59
2001,06/25,,24460,24,91,3,32,"3,775"
2001,06/25,,24470,8,44,3,32,"2,157"
2001,06/25,,24570,2,1,,8,368
2001,06/25,,24580,1,9,1,,373
2001,06/25,,24590,7,58,1,33,"2,594"
2001,06/28,#3 Bay,24790,33,,,13,273
2001,06/28,Birch Hill,24780,,,,1,41
2001,06/28,Cohn,24422,94,,,37,"7,884"
2001,06/28,East Side,24620,,,,9,534
2001,06/28,Ninilchik,24421,108,,,133,"28,385"
2001,06/28,Pt. Mackenzie,24742,2,,,,2
2001,06/28,Pt. Possession,24770,3,,,1,42
2001,06/28,South Blanchard,24431,61,,,13,"6,862"
2001,06/28,Susitna Flats,24741,,,,,3
2001,06/28,Tuxedni Bay,24530,11,,,41,528
2001,06/28,West Side,24610,8,,,24,"1,629"
2001,06/28,,24450,1,19,2,10,295
2001,06/28,,24460,46,"5,125",16,230,"10,619"
2001,06/28,,24470,16,283,5,74,"4,918"
2001,06/28,,24580,3,62,2,19,"1,171"
2001,06/28,,24590,17,420,16,105,"6,114"
2001,06/30,Cohn,24422,77,,,74,"8,862"
2001,06/30,Ninilchik,24421,50,1,,162,"15,476"
2001,06/30,South Blanchard,24431,67,,,24,"12,189"
2001,06/30,Southern Corridor,24461,6,2,,16,607
2001,07/02,#3 Bay,24790,,,,7,498
2001,07/02,Birch Hill,24780,,,,,49
2001,07/02,Cohn,24422,101,,2,85,"11,347"
2001,07/02,East Side,24620,1,,,8,383
2001,07/02,Fire Island,24743,3,5,1,,70
2001,07/02,Ninilchik,24421,62,,7,98,"22,224"
2001,07/02,Pt. Mackenzie,24742,3,,,,79
2001,07/02,Pt. Possession,24770,9,13,9,58,865
2001,07/02,South Blanchard,24431,55,,1,29,"8,809"
2001,07/02,Susitna Flats,24741,,,,,47
2001,07/02,Trading Bay,24710,,2,68,,26
2001,07/02,Tuxedni Bay,24530,14,1,3,91,571
2001,07/02,Tyonek,24720,5,,6,3,93
2001,07/02,West Side,24610,2,3,1,40,786
2001,07/02,,24450,1,39,2,9,278
2001,07/02,,24460,33,980,57,279,"7,427"
2001,07/02,,24470,29,911,65,280,"5,711"
2001,07/02,,24580,10,302,12,65,"2,140"
2001,07/02,,24590,32,972,66,242,"5,811"
2001,07/04,Cohn,24422,80,2,3,93,"6,507"
2001,07/04,Ninilchik,24421,60,1,2,137,"24,694"
2001,07/04,South Blanchard,24431,57,,1,35,"5,005"
2001,07/04,Southern Corridor,24461,11,22,1,41,"2,276"
2001,07/05,#3 Bay,24790,,,,3,132
2001,07/05,Birch Hill,24780,5,1,,18,363
2001,07/05,Cohn,24422,175,2,5,205,"6,719"
2001,07/05,Fire Island,24743,,8,2,,155
2001,07/05,Ninilchik,24421,122,3,1,240,"17,666"
2001,07/05,Pt. Mackenzie,24742,,,,,59
2001,07/05,Pt. Possession,24770,2,3,3,28,456
2001,07/05,South Blanchard,24431,67,,1,82,"4,007"
2001,07/05,Trading Bay,24710,6,,10,5,67
2001,07/05,Tuxedni Bay,24530,13,29,10,195,"1,267"
2001,07/05,West Side,24610,,2,29,66,"1,032"
2001,07/05,,24450,,22,3,2,140
2001,07/05,,24460,37,"3,795",254,574,"30,372"
2001,07/05,,24470,10,"1,334",143,246,"11,454"
2001,07/05,,24580,6,459,24,67,"3,388"
2001,07/05,,24590,17,"1,415",175,305,"13,558"
2001,07/06,Tuxedni Bay,24530,14,12,4,103,559
2001,07/07,Tuxedni Bay,24530,7,18,3,108,718
2001,07/08,Cohn,24422,159,,3,280,"6,854"
2001,07/08,East Side,24620,,,,,369
2001,07/08,Ninilchik,24421,140,,1,673,"17,216"
2001,07/08,South Blanchard,24431,91,3,8,104,"5,389"
2001,07/08,Southern Corridor,24461,60,105,4,206,"1,630"
2001,07/08,Tuxedni Bay,24530,6,21,7,159,961
2001,07/09,#3 Bay,24790,,,,11,66
2001,07/09,Beluga,24730,8,22,143,109,"1,030"
2001,07/09,Birch Hill,24780,1,,,5,261
2001,07/09,Cohn,24422,201,,3,330,"5,156"
2001,07/09,Corridor (combined 24451&24461),24455,100,421,38,546,"6,042"
2001,07/09,East Side,24620,,,22,40,583
2001,07/09,Fire Island,24743,,29,18,,260
2001,07/09,Little Jack Slough,24550,,5,2,53,282
2001,07/09,Ninilchik,24421,106,,,445,"13,406"
2001,07/09,North Blanchard,24432,92,,10,54,"1,788"
2001,07/09,North Colliers,24442,8,,6,61,300
2001,07/09,Pt. Mackenzie,24742,,6,4,,261
2001,07/09,Pt. Possession,24770,1,16,19,138,"1,057"
2001,07/09,Salamantof,24441,141,2,9,91,"1,982"
2001,07/09,South Blanchard,24431,92,1,2,71,"2,576"
2001,07/09,Susitna Flats,24741,,8,,,47
2001,07/09,Trading Bay,24710,2,,21,18,50
2001,07/09,Tuxedni Bay,24530,14,50,16,215,821
2001,07/09,Tyonek,24720,5,6,80,48,451
2001,07/09,West Side,24610,3,25,54,112,936
2001,07/09,,24460,,,,1,18
2001,07/10,Cohn,24422,107,,,415,"4,399"
2001,07/10,Ninilchik,24421,87,,2,523,"11,618"
2001,07/10,South Blanchard,24431,37,,,23,"1,551"
2001,07/10,Tuxedni Bay,24530,17,120,42,362,"2,154"
2001,07/11,Cohn,24422,98,1,1,582,"1,626"
2001,07/11,Ninilchik,24421,86,1,7,914,"7,659"
2001,07/11,South Blanchard,24431,55,2,3,136,"1,472"
2001,07/11,Tuxedni Bay,24530,6,77,41,118,906
2001,07/12,#3 Bay,24790,1,19,137,57,434
2001,07/12,Beluga,24730,13,277,274,311,"1,261"
2001,07/12,Big River,24555,,2,6,5,41
2001,07/12,Birch Hill,24780,3,5,11,58,88
2001,07/12,Cohn,24422,106,,7,823,"6,886"
2001,07/12,East Side,24620,,2,27,27,244
2001,07/12,Fire Island,24743,,27,10,,154
2001,07/12,Little Jack Slough,24550,,6,1,3,113
2001,07/12,Ninilchik,24421,77,1,8,455,"12,623"
2001,07/12,North Blanchard,24432,80,,1,35,"1,346"
2001,07/12,North Colliers,24442,2,1,3,120,426
2001,07/12,Pt. Mackenzie,24742,1,18,17,,225
2001,07/12,Pt. Possession,24770,,12,22,85,184
2001,07/12,Salamantof,24441,87,4,18,221,"1,422"
2001,07/12,South Blanchard,24431,75,2,2,88,"3,394"
2001,07/12,Susitna Flats,24741,,12,,,16
2001,07/12,Tuxedni Bay,24530,2,71,34,102,880
2001,07/12,Tyonek,24720,2,,197,45,247
2001,07/12,West Side,24610,3,25,66,52,"1,683"
2001,07/12,,24450,,24,7,10,545
2001,07/12,,24460,21,"9,193","2,433","2,560","123,825"
2001,07/12,,24470,5,988,336,235,"13,822"
2001,07/12,,24580,7,"8,029","1,036",703,"48,652"
2001,07/12,,24590,2,"1,063",346,220,"19,161"
2001,07/13,Tuxedni Bay,24530,5,198,72,119,"1,578"
